#OTU Table	E-1	E-10	E-2	E-3	E-4	E-5	E-6	E-7	E-8	E-9	H-1	H-10	H-2	H-3	H-4	H-5	H-6	H-7	H-8	H-9	SAH-1	SAH-10	SAH-2	SAH-3	SAH-4	SAH-5	SAH-6	SAH-7	SAH-8	SAH-9
ASV_206	52	0	0	0	43	52	17	0	23	12	157	13	140	6	107	120	21	17	63	34	126	87	109	11	145	126	51	92	35	10
ASV_207	34	0	6	0	111	60	2	0	15	0	45	13	71	159	257	112	11	9	23	0	21	65	53	102	312	106	16	39	17	10
ASV_208	53	17	27	4	0	4	0	0	60	11	94	0	16	18	3	6	312	31	131	6	83	22	23	29	2	14	382	76	180	62
ASV_209	5	0	0	0	0	0	0	0	245	0	471	0	0	0	0	0	4	19	810	0	0	0	0	0	0	0	11	0	100	0
ASV_210	183	0	49	0	0	0	0	4	5	29	278	0	93	0	0	0	191	16	4	15	190	17	117	0	0	11	259	8	4	189
ASV_211	31	30	7	0	56	268	6	11	31	37	39	29	42	4	128	276	29	26	5	125	25	115	22	0	56	160	40	0	0	58
ASV_212	101	6	117	96	0	24	20	0	3	33	132	0	144	43	4	24	196	43	5	71	111	7	99	83	9	21	124	21	0	88
ASV_213	0	0	13	18	122	46	0	0	0	9	13	0	33	188	227	79	0	0	0	0	15	6	43	204	395	124	5	56	0	29
ASV_214	27	0	0	40	12	83	30	49	124	0	63	13	5	13	14	34	34	268	222	24	49	76	8	27	28	27	51	122	122	54
ASV_215	96	30	18	0	124	173	15	0	7	42	142	17	98	10	68	107	65	7	0	62	87	71	90	0	57	117	60	0	0	54
ASV_216	46	0	8	14	32	28	11	3	26	3	42	2	124	144	121	28	21	31	39	12	94	19	118	286	152	34	22	98	42	14
ASV_217	30	0	11	0	152	73	4	2	16	13	57	4	130	36	145	83	14	16	23	17	70	66	109	44	274	99	25	65	11	22
ASV_218	8	0	24	408	202	22	12	0	7	11	14	0	82	82	33	137	3	80	0	39	6	9	119	123	55	51	7	48	0	12
ASV_219	125	9	25	0	143	76	0	11	16	43	116	38	110	0	99	110	3	17	12	112	70	103	82	0	119	82	13	19	12	27
ASV_220	106	4	111	0	0	0	19	0	0	31	119	5	169	0	0	0	197	16	0	18	162	55	142	0	0	0	268	9	0	129
ASV_221	244	5	0	0	0	0	5	0	4	4	316	4	279	0	0	0	79	9	9	17	212	16	233	0	0	0	88	0	0	22
ASV_222	20	0	0	167	52	18	9	0	74	7	19	20	7	23	0	9	96	451	214	43	30	25	14	42	26	11	42	44	41	40
ASV_223	4	0	0	0	0	11	0	0	8	0	20	0	3	40	73	49	0	5	6	10	15	7	9	81	626	406	8	112	11	22
ASV_224	107	0	49	107	49	2	10	0	53	41	135	8	135	13	16	19	102	33	40	74	104	32	121	48	20	17	67	24	35	64
ASV_225	42	0	4	0	0	0	0	0	0	0	37	0	639	3	0	0	7	0	0	0	201	0	541	2	23	10	14	0	0	0
ASV_226	22	5	0	0	0	125	13	0	61	0	26	25	20	23	32	72	58	68	81	24	49	121	31	40	61	107	77	220	125	30
ASV_227	107	26	24	0	0	92	21	7	139	70	80	12	68	7	73	46	32	15	0	129	79	57	63	4	57	100	77	3	0	110
ASV_228	35	0	0	61	0	10	18	0	0	0	48	0	236	149	2	33	244	0	0	14	22	0	215	65	0	13	317	0	0	10
ASV_229	123	0	0	46	0	17	11	0	15	14	158	0	130	27	28	13	45	39	18	37	253	60	133	58	22	31	90	49	21	53
ASV_230	126	40	0	0	47	216	10	0	0	38	124	13	95	0	33	121	87	10	0	50	92	39	65	0	42	113	53	0	0	51
ASV_231	0	0	113	0	557	47	201	9	0	8	0	64	19	0	119	91	0	117	0	119	0	0	0	0	0	0	0	0	0	0
ASV_232	15	0	0	34	49	116	7	0	3	2	59	10	85	57	203	102	16	25	25	18	69	60	86	63	170	77	18	58	7	25
ASV_233	98	0	53	70	0	7	5	0	0	41	105	0	174	132	43	11	50	29	0	80	61	7	143	206	12	30	24	11	5	60
ASV_234	39	0	75	29	0	0	0	0	0	0	209	0	204	11	0	0	43	0	0	2	87	0	482	217	0	0	22	0	0	33
ASV_235	34	0	5	14	12	33	6	0	13	0	29	4	79	154	83	34	47	20	25	15	60	19	103	279	118	75	23	81	46	23
ASV_236	42	0	7	0	0	39	7	5	144	3	63	0	37	30	24	17	64	76	143	12	67	32	23	102	46	49	46	130	193	24
ASV_237	19	0	22	26	0	11	0	0	93	14	52	0	21	22	9	29	109	39	128	31	41	81	46	53	38	67	94	137	149	85
ASV_238	34	0	7	239	0	0	0	0	8	0	39	0	15	119	35	30	9	19	26	6	73	41	16	248	136	113	50	73	24	51
ASV_239	89	0	10	0	0	0	0	0	0	0	182	0	626	5	0	0	2	6	0	0	173	0	275	5	3	2	0	0	3	2
ASV_240	6	0	0	0	0	9	0	0	182	0	0	3	10	2	69	7	92	42	253	0	7	87	3	6	51	13	93	168	278	4
ASV_241	64	11	34	41	7	31	8	3	57	43	54	20	95	32	0	7	90	63	80	98	68	31	80	47	21	20	89	35	64	89
ASV_242	223	3	8	0	0	0	6	0	5	10	213	7	63	0	0	3	158	45	15	36	227	26	64	22	3	14	106	8	15	85
ASV_243	13	6	8	26	193	39	11	0	58	0	69	18	67	89	85	65	37	57	34	10	52	85	52	56	73	45	34	54	18	12
ASV_244	0	0	1132	0	0	0	0	126	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	3	0	0	0	20	0	0
ASV_245	0	0	0	61	0	0	0	0	0	0	0	0	0	357	24	5	0	0	0	0	0	11	0	834	57	0	0	0	0	0
ASV_246	52	0	11	0	0	0	0	0	0	13	555	0	88	0	0	0	0	8	2	13	233	0	139	0	0	0	3	4	3	218
ASV_247	0	0	1159	0	0	0	0	6	0	156	0	0	5	0	3	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0
ASV_248	147	5	26	0	214	73	0	0	0	22	123	15	99	3	80	28	24	4	0	29	118	61	79	0	106	32	23	0	0	27
ASV_249	0	0	0	44	0	11	0	0	0	0	0	0	33	94	23	80	0	0	0	0	0	0	57	112	357	523	0	0	0	0
ASV_250	50	4	19	0	0	6	25	2	0	17	57	0	169	80	5	25	311	13	7	32	31	15	86	27	0	23	306	0	0	21
ASV_251	96	5	3	32	0	7	4	0	136	8	71	0	19	6	5	2	174	63	108	21	105	24	21	0	0	7	173	29	142	55
ASV_252	50	0	0	23	4	30	10	2	70	0	24	7	14	47	80	19	18	23	44	9	67	50	27	159	190	79	40	101	99	23
ASV_253	128	7	14	0	49	42	2	5	19	19	193	46	64	0	102	108	9	15	16	18	120	72	54	0	44	80	21	37	8	16
ASV_254	18	36	0	0	158	186	9	0	24	0	5	51	9	12	74	204	12	6	14	11	5	154	8	9	153	116	7	0	13	0
ASV_255	0	7	0	117	0	55	0	0	858	0	0	5	0	21	0	2	7	136	64	0	0	0	4	15	3	0	0	0	0	0
ASV_256	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_257	21	20	24	52	0	0	0	0	2	37	99	5	4	0	0	0	125	45	58	10	70	31	16	35	0	34	191	97	80	225
ASV_258	0	0	0	21	0	0	0	0	4	0	4	0	2	46	50	82	0	0	3	0	0	58	8	114	344	486	17	22	9	9
ASV_259	0	0	23	0	56	7	0	0	0	3	85	0	105	46	80	31	5	3	0	4	77	44	185	48	255	121	8	64	0	23
ASV_260	90	19	19	66	71	89	7	5	13	31	104	11	75	5	32	95	72	18	3	55	75	41	80	3	22	78	43	7	3	39
ASV_261	14	0	0	276	85	58	0	0	104	0	10	3	3	14	37	10	0	15	77	4	22	57	12	97	89	114	3	57	99	6
ASV_262	13	3	0	20	0	0	0	0	0	55	23	0	4	0	0	0	9	9	23	36	20	41	10	3	0	0	19	17	26	935
ASV_263	25	3	2	24	0	10	0	0	6	0	79	2	53	186	103	16	10	15	36	6	63	55	67	122	168	25	21	144	12	10
ASV_264	11	2	23	0	0	16	0	0	207	0	35	0	10	8	3	2	68	50	229	9	21	16	16	7	5	19	97	105	266	34
ASV_265	113	5	7	52	0	17	3	0	49	6	160	0	33	17	5	0	103	58	99	6	156	4	28	43	8	15	84	52	92	37
ASV_266	90	0	30	26	15	24	10	0	16	32	132	0	79	18	27	84	92	29	17	34	110	20	92	18	30	33	89	21	10	71
ASV_267	8	0	65	347	0	187	0	0	14	7	49	0	33	80	14	117	15	35	36	0	11	0	7	24	11	14	12	118	3	41
ASV_268	59	9	7	0	163	40	2	5	6	22	89	28	42	6	151	43	12	8	5	54	23	101	25	0	231	32	11	0	12	58
ASV_269	6	5	292	223	0	0	0	40	16	4	0	0	0	3	0	0	0	197	85	0	25	41	27	57	0	4	19	92	38	67
ASV_270	43	18	6	11	62	35	6	4	70	0	48	14	8	9	30	19	90	51	97	0	49	131	11	28	71	47	104	52	104	16
ASV_271	18	10	0	0	142	37	6	7	24	3	29	44	13	0	254	57	9	16	13	19	11	167	4	4	195	62	28	14	28	6
ASV_272	18	4	8	53	0	14	0	0	28	6	68	0	128	50	99	19	11	41	43	0	55	63	76	71	175	79	45	24	18	23
ASV_273	11	0	0	0	0	4	0	4	0	0	53	0	9	90	131	20	3	23	7	7	62	3	6	146	235	55	17	320	10	3
ASV_274	12	0	4	8	0	76	2	0	6	6	9	0	110	85	72	179	0	6	0	24	15	12	95	80	126	200	9	67	0	14
ASV_275	33	0	8	47	0	3	3	17	88	13	40	0	8	14	6	0	89	52	125	24	39	22	15	67	18	23	82	101	142	134
ASV_276	46	0	0	103	0	0	0	0	0	17	111	0	94	44	3	0	14	6	0	3	169	15	129	203	89	29	34	15	5	74
ASV_277	9	0	0	49	232	8	0	0	0	0	9	0	55	288	104	0	0	0	0	11	9	0	49	191	129	21	0	23	2	14
ASV_278	32	9	11	32	200	44	5	0	41	12	30	8	64	43	51	71	31	23	36	41	33	45	61	44	79	32	18	57	24	20
ASV_279	0	41	214	0	0	0	2	726	0	0	0	0	2	0	0	0	0	67	0	0	0	10	5	0	0	3	0	103	0	13
ASV_280	4	0	44	134	0	0	0	0	135	6	27	0	0	15	0	0	0	14	146	0	10	36	51	132	0	5	42	119	250	16
ASV_281	0	0	0	0	0	386	698	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_282	43	0	0	0	6	41	0	0	12	5	50	0	109	61	43	38	18	18	9	0	91	71	128	126	124	104	33	48	0	4
ASV_283	133	0	5	23	0	5	0	0	17	10	126	0	32	30	0	0	110	24	71	3	134	11	29	78	4	16	136	47	70	62
ASV_284	4	4	0	8	8	81	13	0	5	0	26	0	22	13	111	18	2	13	7	13	39	67	30	58	186	42	15	258	49	82
ASV_285	14	0	3	0	0	0	0	0	0	0	65	0	574	0	0	0	0	0	0	0	92	0	407	0	0	0	0	0	0	0
ASV_286	47	38	0	362	133	0	12	17	5	104	0	0	0	40	5	3	226	16	26	13	4	0	0	6	3	6	32	4	20	30
ASV_287	31	2	5	49	9	45	0	5	32	0	46	10	14	68	45	31	8	10	60	0	49	156	4	116	99	65	16	106	64	3
ASV_288	222	0	0	25	0	15	0	0	13	6	181	0	123	0	9	0	3	7	11	9	214	22	78	8	19	50	23	26	27	57
ASV_289	44	0	6	226	0	25	0	0	6	2	48	0	68	118	27	6	4	3	11	0	59	18	67	250	73	34	5	19	12	10
ASV_290	42	0	21	99	0	5	11	5	121	12	42	0	37	50	4	3	66	44	142	16	44	2	30	79	21	21	50	60	86	25
ASV_291	26	2	0	0	22	23	14	0	29	0	31	3	36	40	81	19	16	30	43	0	90	37	31	104	138	55	51	118	83	5
ASV_292	0	268	0	0	0	0	0	0	0	0	0	831	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_293	131	0	0	19	0	17	0	2	7	3	75	0	30	322	53	5	5	11	34	0	47	0	27	224	16	15	7	24	23	11
ASV_294	5	0	216	32	0	0	0	0	55	24	18	0	0	0	0	0	31	100	206	13	19	7	4	0	3	0	12	15	41	306
ASV_295	19	0	932	58	0	2	0	0	6	0	7	0	27	0	0	21	4	0	0	11	2	0	9	0	0	0	0	6	0	0
ASV_296	22	0	0	41	129	53	3	0	10	5	21	0	87	59	99	17	4	12	7	8	20	13	66	188	143	64	7	12	8	7
ASV_297	12	0	3	21	0	4	20	0	0	2	14	0	101	36	0	15	342	2	0	3	11	0	71	8	0	21	403	3	0	12
ASV_298	21	2	0	123	0	8	0	0	67	0	45	0	11	86	20	7	81	32	49	0	64	37	5	140	63	34	66	37	69	21
ASV_299	20	0	0	24	17	43	0	0	9	0	33	0	81	52	86	79	11	8	16	2	41	56	51	50	150	128	14	95	14	2
ASV_300	42	0	0	10	141	19	6	0	9	7	37	0	91	22	102	6	15	19	24	15	84	25	72	60	137	18	22	42	30	24
ASV_301	21	0	21	110	0	5	0	2	27	24	68	0	10	67	11	0	21	17	63	18	59	11	21	139	16	22	54	46	91	133
ASV_302	94	0	10	4	0	16	0	0	105	0	117	13	38	16	2	10	77	28	76	9	132	51	35	55	10	22	34	27	65	30
ASV_303	0	0	581	0	0	0	0	7	0	0	0	0	3	0	0	0	0	135	113	0	10	9	52	4	0	0	30	49	18	57
ASV_304	70	0	11	13	19	38	2	0	17	13	41	2	71	47	28	39	22	21	24	42	88	33	90	45	83	79	30	41	14	45
ASV_305	20	0	0	59	0	0	0	0	0	7	67	0	211	64	67	19	0	3	2	23	89	0	163	91	75	28	11	56	0	6
ASV_306	24	0	3	5	0	0	0	0	0	10	140	2	37	89	0	0	10	3	0	3	187	22	79	167	138	49	13	37	0	41
ASV_307	52	0	2	0	0	0	0	0	0	0	97	0	389	31	5	18	0	0	0	0	93	4	317	18	14	8	3	4	0	2
ASV_308	0	0	0	45	0	3	0	0	0	0	19	0	88	131	118	66	0	0	0	0	21	0	105	165	247	50	0	0	0	0
ASV_309	93	0	48	0	0	0	4	0	0	0	93	0	346	2	2	0	0	0	0	0	31	0	434	0	0	0	0	0	0	0
ASV_310	0	0	36	0	0	0	25	904	0	3	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0
ASV_311	104	0	0	16	0	35	0	0	0	0	57	2	23	42	37	9	32	89	0	14	181	22	25	108	56	55	19	78	19	21
ASV_312	71	0	49	21	0	11	0	0	0	40	72	0	157	148	10	19	17	13	0	39	54	10	106	64	0	35	33	11	0	57
ASV_313	6	0	0	0	0	0	0	0	0	0	50	2	60	17	23	7	0	0	0	0	96	279	148	11	107	136	26	57	5	5
ASV_314	21	0	0	4	0	2	0	0	8	0	33	0	51	53	24	6	24	4	107	0	41	85	32	134	86	52	27	173	63	3
ASV_315	146	5	0	0	0	7	0	3	16	36	137	2	61	0	2	2	92	34	10	49	170	13	93	7	0	5	45	10	11	75
ASV_316	0	2	0	0	0	135	0	2	184	0	0	6	0	3	38	5	7	7	197	0	0	75	0	11	27	54	2	25	250	0
ASV_317	0	5	0	35	52	104	3	0	14	0	0	7	0	60	204	26	11	21	35	0	7	58	0	42	182	57	7	60	32	0
ASV_318	105	0	6	14	0	0	0	0	12	10	123	15	156	11	8	0	91	27	8	31	70	64	96	25	12	0	61	30	8	37
ASV_319	0	0	0	50	0	0	0	0	3	0	0	0	0	3	0	0	0	940	0	0	0	0	0	0	0	0	0	0	0	25
ASV_320	7	2	48	20	0	3	0	8	60	0	37	0	34	32	7	4	3	36	183	6	29	53	40	60	40	24	45	165	51	21
ASV_321	58	0	6	141	126	14	9	0	18	0	46	6	56	28	56	41	12	18	22	15	50	16	51	22	107	51	15	10	18	0
ASV_322	35	0	0	0	23	2	5	6	5	60	49	0	136	0	0	3	55	44	3	176	29	12	182	55	0	5	45	0	0	81
ASV_323	33	0	0	57	0	4	0	4	17	0	41	2	7	75	46	20	12	12	29	0	53	71	0	128	159	44	21	124	47	6
ASV_324	31	0	0	71	5	35	0	0	31	0	15	2	14	23	25	14	17	23	21	3	69	48	31	144	102	74	47	59	72	30
ASV_325	24	0	0	0	0	5	0	0	126	0	31	0	0	32	0	0	15	21	188	0	44	0	14	49	4	16	36	158	212	27
ASV_326	30	0	0	0	0	0	0	0	93	3	69	0	7	18	5	0	53	44	124	2	36	43	4	41	10	25	70	74	208	42
ASV_327	41	0	24	0	0	6	14	3	35	22	31	9	259	0	3	0	14	20	13	21	45	31	314	0	3	3	21	11	34	17
ASV_328	4	0	0	27	0	13	2	0	28	0	25	0	11	84	57	43	2	6	11	0	25	14	0	135	178	74	23	220	12	0
ASV_329	20	16	22	0	43	130	0	0	6	3	6	9	15	4	30	308	12	13	0	34	13	43	22	0	29	165	24	8	3	15
ASV_330	13	0	5	44	135	42	0	2	15	12	32	4	54	104	54	34	12	20	5	16	30	21	42	106	73	31	12	47	4	23
ASV_331	65	0	0	0	0	3	0	2	12	8	128	16	226	0	0	5	46	21	46	0	112	65	104	7	0	9	58	22	21	12
ASV_332	16	0	0	40	0	35	14	0	88	0	47	0	10	13	94	11	17	34	75	2	43	28	7	47	91	20	36	87	125	2
ASV_333	57	12	4	0	0	120	4	17	81	35	33	27	39	0	28	31	23	11	0	85	29	94	50	0	16	92	28	15	0	49
ASV_334	0	293	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	59	0	0	0	28	0	0	0	0	0	0	0	0
ASV_335	47	0	0	0	0	7	4	0	3	0	85	4	110	23	48	26	11	16	26	32	100	58	162	45	42	33	10	58	10	19
ASV_336	35	0	7	0	0	0	10	0	0	3	21	0	180	74	0	12	195	0	0	4	11	0	151	13	0	16	234	0	0	13
ASV_337	32	11	15	23	0	0	0	0	21	23	83	2	0	10	0	2	125	23	49	0	59	40	18	29	0	24	190	47	43	109
ASV_338	37	7	34	60	0	7	0	0	54	12	68	2	3	27	11	2	9	14	98	9	76	41	17	51	31	41	42	50	75	90
ASV_339	79	8	36	0	0	85	0	0	6	12	52	0	58	0	0	323	12	0	0	28	31	5	84	0	5	109	10	0	0	20
ASV_340	366	0	0	0	10	0	0	0	0	0	298	0	0	0	0	0	0	0	3	0	275	0	0	3	0	0	0	7	0	0
ASV_341	71	7	55	0	0	7	5	0	2	13	79	3	58	2	2	7	188	9	0	17	74	53	23	14	3	19	174	11	0	62
ASV_342	0	0	950	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_343	6	2	0	21	78	34	3	0	24	3	19	0	61	60	140	8	0	0	14	6	30	12	32	129	172	59	3	22	8	11
ASV_344	0	4	0	0	21	51	4	0	94	0	0	12	0	0	12	105	9	9	108	3	4	86	0	3	62	73	19	57	216	0
ASV_345	29	2	0	9	0	38	4	0	37	0	26	0	19	48	112	32	12	14	34	0	40	25	33	89	203	50	25	43	19	4
ASV_346	31	10	70	0	0	0	0	0	0	30	88	0	7	0	0	2	228	0	0	0	44	33	53	2	0	7	187	0	0	154
ASV_347	0	0	0	357	0	66	3	45	9	0	0	3	3	19	0	3	61	302	0	17	0	0	4	19	0	0	8	22	0	5
ASV_348	5	343	0	0	0	0	3	294	0	0	0	0	0	0	0	0	0	262	6	2	3	0	0	0	0	0	0	23	0	0
ASV_349	70	3	0	67	58	26	6	0	0	3	164	0	72	31	52	7	35	26	6	14	85	10	44	49	14	11	27	36	3	20
ASV_350	15	25	0	0	87	108	8	14	19	15	0	21	28	0	104	154	0	17	8	63	9	62	21	0	37	95	12	9	0	10
ASV_351	40	0	0	0	0	19	10	3	33	0	59	0	14	34	15	10	22	41	67	7	83	42	18	47	51	31	25	178	88	0
ASV_352	12	0	0	0	0	2	12	0	15	0	62	5	14	18	9	5	144	90	51	9	52	20	6	21	17	10	151	133	64	14
ASV_353	19	0	0	18	0	9	0	0	0	4	53	0	49	41	34	18	2	0	0	0	86	8	69	157	185	80	43	49	0	10
ASV_354	11	8	22	0	0	22	0	5	226	5	0	0	0	0	0	8	19	37	501	63	0	0	0	0	0	0	0	0	2	7
ASV_355	19	5	0	0	11	49	7	0	41	0	21	10	55	31	37	98	77	31	37	19	14	45	37	33	39	78	32	66	28	12
ASV_356	25	0	0	11	0	7	0	0	48	22	58	0	26	14	7	0	23	24	121	8	44	31	29	38	8	12	76	67	151	81
ASV_357	7	2	0	0	35	32	8	0	6	0	12	0	37	81	125	18	0	0	3	11	13	21	36	202	179	48	8	29	11	3
ASV_358	250	3	0	0	48	39	0	0	303	0	11	0	18	23	59	7	7	34	15	0	4	19	7	30	21	3	0	25	0	0
ASV_359	97	4	9	0	0	5	0	0	0	0	123	0	116	10	0	0	114	31	8	0	129	47	82	7	5	4	82	40	4	9
ASV_360	94	0	79	38	0	0	0	0	0	6	115	0	80	0	0	3	157	0	20	0	76	15	53	20	4	9	100	0	7	50
ASV_361	96	0	0	0	0	0	0	0	3	14	119	0	158	5	0	0	51	28	11	5	105	12	62	21	0	5	101	32	11	80
ASV_362	45	0	7	54	0	0	0	0	13	10	81	2	71	15	0	0	69	16	38	0	113	25	57	58	9	9	92	59	53	23
ASV_363	34	0	0	30	38	0	0	0	5	0	40	0	116	39	24	40	31	22	19	16	28	32	99	87	48	40	35	35	40	20
ASV_364	102	0	20	0	0	45	20	2	5	40	75	0	141	2	13	23	31	13	6	52	82	21	110	8	20	15	28	7	5	31
ASV_365	13	10	2	0	362	44	9	0	0	20	16	20	26	16	57	53	31	26	0	46	8	23	15	0	19	32	43	5	0	19
ASV_366	0	0	0	25	6	81	6	0	0	0	27	15	26	48	64	83	8	13	17	5	19	49	0	62	113	122	14	99	12	0
ASV_367	44	3	8	0	0	0	0	0	96	8	124	0	0	0	0	0	2	3	121	0	43	24	36	5	0	2	8	0	321	65
ASV_368	36	0	0	12	0	12	10	0	17	7	76	2	72	50	15	0	68	45	9	9	76	34	70	81	58	23	64	32	8	26
ASV_369	71	0	0	16	0	4	0	0	13	3	107	0	23	33	3	7	121	53	34	5	124	21	27	43	12	13	60	49	37	31
ASV_370	33	0	15	0	0	32	2	0	0	52	57	3	174	11	11	30	19	25	0	49	20	0	232	12	5	39	20	6	0	62
ASV_371	57	0	16	124	0	4	22	0	2	21	89	2	136	11	0	0	97	5	0	32	46	8	106	23	2	0	44	0	0	56
ASV_372	54	29	0	0	0	78	15	0	0	34	62	13	52	0	34	92	59	5	0	35	56	51	54	0	21	85	36	5	0	33
ASV_373	51	0	3	35	78	55	5	2	14	2	69	8	47	14	47	19	27	28	17	14	60	29	73	37	43	33	16	36	24	14
ASV_374	115	0	19	118	0	0	0	0	6	6	91	0	62	50	3	7	6	0	11	2	131	15	48	130	26	15	14	6	0	16
ASV_375	14	2	0	0	16	112	15	0	11	0	16	21	31	42	93	81	9	30	25	13	25	39	84	39	60	62	8	29	7	11
ASV_376	47	4	15	0	0	0	0	0	34	16	105	0	21	8	0	0	152	16	87	11	89	11	20	0	0	8	130	48	18	52
ASV_377	59	0	6	0	0	0	3	0	28	12	73	0	23	0	0	0	92	46	71	32	94	13	34	7	11	5	97	20	86	78
ASV_378	16	12	8	0	79	104	5	0	9	17	34	0	39	0	82	104	25	17	0	44	39	47	19	0	47	72	33	9	0	26
ASV_379	14	0	20	6	0	0	0	0	0	4	69	0	7	243	0	0	80	30	206	3	24	0	5	5	0	0	69	34	18	50
ASV_380	44	3	0	3	44	28	11	0	0	0	66	0	60	79	31	38	23	17	0	10	68	22	67	93	57	38	26	21	12	20
ASV_381	17	0	0	19	0	30	0	0	8	0	44	2	19	70	147	21	6	10	7	0	37	14	16	71	255	54	3	21	12	0
ASV_382	0	5	44	0	0	0	0	5	4	6	8	3	4	0	0	2	223	14	34	0	19	34	26	30	0	18	229	24	62	89
ASV_383	11	0	0	154	0	0	0	0	15	0	0	0	10	135	0	0	0	19	24	0	0	0	20	442	0	0	0	16	35	0
ASV_384	156	0	0	0	0	0	0	0	0	8	133	2	200	0	0	0	24	9	0	38	107	0	147	0	0	0	16	4	3	31
ASV_385	73	0	18	37	0	0	0	0	12	10	105	0	27	4	0	4	77	11	38	2	84	21	29	23	7	12	123	42	82	39
ASV_386	44	4	6	0	0	41	23	0	0	0	73	12	31	5	45	65	8	10	33	15	48	66	25	4	81	83	27	89	33	9
ASV_387	0	0	0	0	0	9	0	0	0	0	6	0	7	2	17	7	0	0	0	0	12	15	28	18	338	385	11	7	3	3
ASV_388	0	0	8	95	0	0	0	47	9	42	14	0	5	12	0	0	68	316	42	30	9	0	10	34	0	0	27	39	12	48
ASV_389	0	0	0	0	0	0	0	0	0	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_390	38	3	28	9	100	62	8	0	14	36	46	7	34	5	17	76	33	14	6	66	22	22	54	9	10	85	23	6	4	29
ASV_391	29	0	7	24	0	16	4	0	5	9	71	6	154	0	12	30	65	17	11	12	40	69	91	12	25	29	71	23	8	26
ASV_392	33	0	0	22	0	53	0	0	45	8	59	0	34	17	46	27	16	13	21	0	80	30	32	54	65	38	19	58	53	41
ASV_393	65	0	0	9	0	16	15	0	36	8	125	0	33	0	33	0	25	31	49	0	124	33	43	0	18	10	25	115	41	8
ASV_394	44	17	13	0	82	71	8	0	10	11	59	6	50	0	160	45	15	0	6	34	35	35	32	0	64	45	0	0	0	19
ASV_395	13	0	0	0	0	0	0	0	7	0	66	0	2	56	12	16	12	5	24	0	116	34	0	126	89	132	18	104	23	3
ASV_396	0	0	0	299	0	5	0	0	0	0	57	0	0	97	150	42	0	0	0	0	4	0	2	63	91	38	4	4	0	0
ASV_397	5	0	0	19	59	27	5	0	33	5	4	4	39	18	118	7	5	18	15	9	22	29	49	50	161	7	17	73	41	15
ASV_398	0	0	0	43	0	0	0	0	49	0	8	0	0	0	0	0	0	0	115	0	8	107	0	0	0	18	28	127	344	0
ASV_399	135	0	0	523	0	11	0	0	21	0	6	0	0	41	0	0	2	64	15	0	4	0	0	23	0	0	0	0	0	0
ASV_400	20	0	0	0	41	23	0	0	0	0	19	4	50	26	52	71	8	3	0	0	44	43	34	78	130	112	10	62	9	5
ASV_401	46	3	0	88	0	2	0	2	0	7	47	0	37	41	0	0	10	15	22	8	79	13	53	130	15	50	46	33	24	69
ASV_402	10	8	0	0	65	129	0	0	23	10	8	18	0	6	79	63	5	4	17	62	5	129	0	0	41	105	10	12	16	16
ASV_403	0	0	0	0	0	0	0	0	0	0	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_404	118	0	11	0	0	2	0	0	32	18	128	0	2	0	0	0	36	3	51	6	153	0	48	0	0	2	37	8	81	103
ASV_405	26	2	5	0	0	0	6	0	3	18	20	0	229	0	0	0	25	7	7	133	12	0	262	0	0	0	32	0	4	44
ASV_406	0	0	32	0	0	0	0	197	24	0	0	0	0	0	0	0	0	364	35	0	0	25	0	4	0	0	0	141	8	0
ASV_407	28	5	0	57	39	23	9	11	51	21	35	5	42	37	13	20	39	34	52	66	22	44	17	43	16	21	24	20	27	10
ASV_408	0	0	0	0	17	35	0	0	0	15	0	0	69	24	68	88	0	0	0	136	6	2	214	26	36	49	0	3	0	43
ASV_409	34	3	0	33	0	9	0	0	14	3	37	2	66	55	68	40	7	11	31	0	56	29	49	83	101	41	17	30	9	0
ASV_410	28	0	0	0	0	7	5	14	0	14	33	2	145	11	13	0	19	95	6	42	42	4	147	11	10	2	13	65	4	95
ASV_411	89	0	8	39	0	0	0	0	53	11	83	14	10	0	8	0	53	14	53	8	73	40	16	33	20	22	51	32	59	36
ASV_412	36	15	29	0	0	47	6	11	0	28	42	16	23	0	42	74	46	10	0	66	36	61	50	0	26	68	44	2	0	44
ASV_413	80	6	35	0	35	21	11	2	0	53	105	3	31	0	11	14	86	0	3	70	37	21	46	4	10	13	37	0	0	85
ASV_414	9	0	0	0	0	15	2	3	0	9	17	0	35	25	21	147	3	4	6	29	18	9	30	61	49	257	5	24	8	31
