Feature ID	taxonomy
ASV_1203	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae
ASV_1204	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_1205	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Koribacteraceae, Candidatus_Koribacter, uncultured_bacterium
ASV_1206	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_1207	Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, uncultured, uncultured, uncultured_bacterium
ASV_1208	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_1209	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas
ASV_121	Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Inquilinaceae, Inquilinus
ASV_1210	Bacteria, Actinobacteriota, Acidimicrobiia, uncultured, uncultured, uncultured, uncultured_forest
ASV_1211	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured, uncultured_bacterium
ASV_1212	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_1213	Bacteria, Entotheonellaeota, Entotheonellia, Entotheonellales, Entotheonellaceae, Entotheonellaceae, uncultured_bacterium
ASV_1214	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Rhodoplanes
ASV_1215	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, uncultured, uncultured_actinobacterium
ASV_1216	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, uncultured, uncultured_bacterium
ASV_1217	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured
ASV_1218	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4_lineage, uncultured_bacterium
ASV_1219	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1)
ASV_122	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidicapsa, Acidicapsa_sp.
ASV_1220	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_1221	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1222	Bacteria, NB1-j, NB1-j, NB1-j, NB1-j, NB1-j, uncultured_bacterium
ASV_1223	Bacteria, Actinobacteriota, Actinobacteria, Streptosporangiales, Thermomonosporaceae, Actinomadura
ASV_1224	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Terriglobus, uncultured_bacterium
ASV_1225	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales
ASV_1226	Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, uncultured, uncultured, uncultured_Planctomyces
ASV_1227	Bacteria, Actinobacteriota, MB-A2-108, MB-A2-108, MB-A2-108, MB-A2-108, uncultured_bacterium
ASV_1228	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1229	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, uncultured_bacterium
ASV_123	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium
ASV_1230	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_1231	Bacteria, Acidobacteriota, Subgroup_5, Subgroup_5, Subgroup_5, Subgroup_5, uncultured_bacterium
ASV_1232	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_1233	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella
ASV_1234	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pedomicrobium
ASV_1235	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1236	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter
ASV_1237	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1238	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, GOUTA6, uncultured_bacterium
ASV_1239	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, uncultured_bacterium
ASV_124	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methyloligellaceae
ASV_1240	Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter
ASV_1241	Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
ASV_1242	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured, metagenome
ASV_1243	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Acidothermaceae, Acidothermus, uncultured_actinobacterium
ASV_1244	Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, uncultured, uncultured_Ktedonobacter
ASV_1245	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1246	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured, metagenome
ASV_1247	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_soil
ASV_1248	Bacteria, Actinobacteriota, MB-A2-108, MB-A2-108, MB-A2-108, MB-A2-108, uncultured_bacterium
ASV_1249	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pedomicrobium, uncultured_Pedomicrobium
ASV_125	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia, Paraburkholderia_tropica
ASV_1250	Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium_siyangense
ASV_1251	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, Chryseolinea, uncultured_bacterium
ASV_1252	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, Spartobacteria_bacterium
ASV_1253	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Frankiaceae, Jatrophihabitans
ASV_1254	Bacteria, Entotheonellaeota, Entotheonellia, Entotheonellales, Entotheonellaceae, Entotheonellaceae, uncultured_bacterium
ASV_1255	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, ADurb.Bin063-1, uncultured_bacterium
ASV_1256	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Terrimonas
ASV_1257	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pedomicrobium
ASV_1258	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1259	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea
ASV_126	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured
ASV_1260	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Edaphobacter, uncultured_Acidobacteria
ASV_1261	Bacteria, Desulfobacterota, Desulfuromonadia, Geobacterales, Geobacteraceae
ASV_1262	Bacteria, Acidobacteriota, Subgroup_5, Subgroup_5, Subgroup_5, Subgroup_5, uncultured_bacterium
ASV_1263	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1264	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas
ASV_1265	Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Roseiflexaceae, uncultured, uncultured_soil
ASV_1266	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella
ASV_1267	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured, uncultured_bacterium
ASV_1268	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1269	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Labraceae, Labrys
ASV_127	Bacteria, Proteobacteria, Alphaproteobacteria, Reyranellales, Reyranellaceae, Reyranella
ASV_1270	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured
ASV_1271	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales
ASV_1272	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_1273	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Micromonospora, uncultured_actinobacterium
ASV_1274	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured, uncultured_Caulobacter
ASV_1275	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, uncultured_actinobacterium
ASV_1276	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Propionibacteriaceae, uncultured, uncultured_actinobacterium
ASV_1277	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_1278	Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae, Nitrospira, uncultured_soil
ASV_1279	Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
ASV_128	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_bacterium
ASV_1280	Bacteria, Actinobacteriota, Actinobacteria, Kineosporiales, Kineosporiaceae
ASV_1281	Bacteria, Chloroflexi, Gitt-GS-136, Gitt-GS-136, Gitt-GS-136, Gitt-GS-136
ASV_1282	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Terracidiphilus, uncultured_bacterium
ASV_1283	Bacteria, Proteobacteria, Gammaproteobacteria, CCD24, CCD24, CCD24
ASV_1284	Bacteria, Chloroflexi, Dehalococcoidia, S085, S085, S085, metagenome
ASV_1285	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter, uncultured_bacterium
ASV_1286	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45, uncultured_bacterium
ASV_1287	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1288	Bacteria, Chloroflexi, Dehalococcoidia, S085, S085, S085
ASV_1289	Bacteria, Actinobacteriota, Rubrobacteria, Rubrobacterales, Rubrobacteriaceae, Rubrobacter, metagenome
ASV_129	Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
ASV_1290	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Occallatibacter
ASV_1291	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_1292	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea
ASV_1293	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_1294	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_1295	Bacteria, Myxococcota, Polyangia, Polyangiales, Polyangiaceae, Pajaroellobacter
ASV_1296	Bacteria, Proteobacteria, Alphaproteobacteria, Reyranellales, Reyranellaceae, Reyranella
ASV_1297	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter
ASV_1298	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_1299	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_13	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Bradyrhizobium
ASV_130	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae
ASV_1300	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae
ASV_1301	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae
ASV_1302	Bacteria, Myxococcota, Myxococcia, Myxococcales, Myxococcaceae, Archangium, Archangium_gephyra
ASV_1303	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_1304	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, D05-2, D05-2, uncultured_bacterium
ASV_1305	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Xiphinematobacteraceae, Candidatus_Xiphinematobacter
ASV_1306	Bacteria, Patescibacteria, Parcubacteria, Candidatus_Kaiserbacteria, Candidatus_Kaiserbacteria, Candidatus_Kaiserbacteria, uncultured_bacterium
ASV_1307	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Crossiella, uncultured_bacterium
ASV_1308	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae
ASV_1309	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_Solirubrobacter
ASV_131	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter
ASV_1310	Bacteria, Proteobacteria, Alphaproteobacteria, Dongiales, Dongiaceae, Dongia, uncultured_bacterium
ASV_1311	Bacteria, MBNT15, MBNT15, MBNT15, MBNT15, MBNT15, uncultured_bacterium
ASV_1312	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1)
ASV_1313	Bacteria, Chloroflexi, TK10, TK10, TK10, TK10
ASV_1314	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella
ASV_1315	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_Prosthecobacter
ASV_1316	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, uncultured, uncultured
ASV_1317	Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter
ASV_1318	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_1319	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, uncultured, uncultured_actinobacterium
ASV_132	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured, uncultured_Caulobacter
ASV_1320	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia
ASV_1321	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Lechevalieria
ASV_1322	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured
ASV_1323	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45, uncultured_Chloroflexi
ASV_1324	Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, uncultured, uncultured_Ktedonobacter
ASV_1325	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Paucibacter
ASV_1326	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_1327	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Actinopolymorpha, Actinopolymorpha_singaporensis
ASV_1328	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_1329	Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter
ASV_133	Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, uncultured, uncultured_bacterium
ASV_1330	Bacteria, Chloroflexi, Gitt-GS-136, Gitt-GS-136, Gitt-GS-136, Gitt-GS-136, uncultured_Chloroflexi
ASV_1331	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1332	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_planctomycete
ASV_1333	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1334	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, Iamiaceae, Iamia, uncultured_bacterium
ASV_1335	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, Hirschia, uncultured_bacterium
ASV_1336	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured
ASV_1337	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidipila
ASV_1338	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_1339	Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, uncultured, uncultured, Rhodospirillaceae_bacterium
ASV_134	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_1340	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_bacterium
ASV_1341	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured, uncultured_Acidimicrobiia
ASV_1342	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales
ASV_1343	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1344	Bacteria, Chloroflexi, TK10, TK10, TK10, TK10, bacterium_Ellin6519
ASV_1345	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, uncultured, uncultured
ASV_1346	Bacteria, Myxococcota, Polyangia, Polyangiales, Polyangiaceae, Pajaroellobacter
ASV_1347	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured
ASV_1348	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Fulvimonas
ASV_1349	Bacteria, Entotheonellaeota, Entotheonellia, Entotheonellales, Entotheonellaceae, Entotheonellaceae, uncultured_bacterium
ASV_135	Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidisoma, Acidisoma_tundrae
ASV_1350	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_Rubrobacterales
ASV_1351	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_1352	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, mle1-7
ASV_1353	Bacteria, Desulfobacterota, uncultured, uncultured, uncultured, uncultured, uncultured_sludge
ASV_1354	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium
ASV_1355	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales_Incertae_Sedis, Nordella
ASV_1356	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1357	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter
ASV_1358	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256, actinobacterium_BGR
ASV_1359	Bacteria, Acidobacteriota, Acidobacteriae, Subgroup_2, Subgroup_2, Subgroup_2, uncultured_Acidobacteria
ASV_136	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_1360	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_1361	Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter, uncultured_proteobacterium
ASV_1362	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter
ASV_1363	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_Prosthecobacter
ASV_1364	Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae
ASV_1365	Bacteria, Proteobacteria, Gammaproteobacteria, R7C24, R7C24, R7C24, uncultured_gamma
ASV_1366	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_1367	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_1368	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_1369	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Dinghuibacter, Dinghuibacter_silviterrae
ASV_137	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Arachis_hypogaea
ASV_1370	Bacteria, Acidobacteriota, Acidobacteriae, Subgroup_2, Subgroup_2, Subgroup_2, uncultured_forest
ASV_1371	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4_lineage, uncultured_Planctomycetaceae
ASV_1372	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Virgisporangium, uncultured_bacterium
ASV_1373	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter
